,Country Name,Date,"Government Response Stringency Index ((0 to 100, 100 = strictest))"
11154,Malawi,"Apr 28, 2020",56.61
11155,Malawi,"Apr 29, 2020",56.61
11259,Malaysia,"Apr 1, 2020",71.03
11260,Malaysia,"Apr 2, 2020",71.03
11268,Malaysia,"Apr 10, 2020",71.03
11269,Malaysia,"Apr 11, 2020",71.03
11270,Malaysia,"Apr 12, 2020",71.03
11271,Malaysia,"Apr 13, 2020",71.03
11272,Malaysia,"Apr 14, 2020",71.03
11273,Malaysia,"Apr 15, 2020",71.03
11274,Malaysia,"Apr 16, 2020",71.03
11275,Malaysia,"Apr 17, 2020",71.03
11276,Malaysia,"Apr 18, 2020",71.03
11277,Malaysia,"Apr 19, 2020",71.03
11278,Malaysia,"Apr 20, 2020",71.03
11279,Malaysia,"Apr 21, 2020",71.03
11280,Malaysia,"Apr 22, 2020",71.03
11281,Malaysia,"Apr 23, 2020",71.03
11282,Malaysia,"Apr 24, 2020",71.03
11283,Malaysia,"Apr 25, 2020",71.03
11284,Malaysia,"Apr 26, 2020",71.03
11285,Malaysia,"Apr 27, 2020",71.03
11286,Malaysia,"Apr 28, 2020",71.03
11287,Malaysia,"Apr 29, 2020",71.03
11391,Mali,"Apr 1, 2020",78.83
11392,Mali,"Apr 2, 2020",78.83
11400,Mali,"Apr 10, 2020",78.83
11401,Mali,"Apr 11, 2020",78.83
11402,Mali,"Apr 12, 2020",78.83
11403,Mali,"Apr 13, 2020",78.83
11404,Mali,"Apr 14, 2020",78.83
11405,Mali,"Apr 15, 2020",78.83
11406,Mali,"Apr 16, 2020",78.83
11407,Mali,"Apr 17, 2020",78.83
11408,Mali,"Apr 18, 2020",78.83
11409,Mali,"Apr 19, 2020",78.83
11410,Mali,"Apr 20, 2020",78.83
11411,Mali,"Apr 21, 2020",78.83
11412,Mali,"Apr 22, 2020",78.83
11413,Mali,"Apr 23, 2020",78.83
11414,Mali,"Apr 24, 2020",78.83
11415,Mali,"Apr 25, 2020",78.83
11416,Mali,"Apr 26, 2020",78.83
11417,Mali,"Apr 27, 2020",78.83
11418,Mali,"Apr 28, 2020",78.83
11419,Mali,"Apr 29, 2020",78.83
11512,Mauritania,"Apr 1, 2020",80.95
11513,Mauritania,"Apr 2, 2020",80.95
11521,Mauritania,"Apr 10, 2020",80.95
11522,Mauritania,"Apr 11, 2020",80.95
11523,Mauritania,"Apr 12, 2020",80.95
11524,Mauritania,"Apr 13, 2020",80.95
11525,Mauritania,"Apr 14, 2020",80.95
11526,Mauritania,"Apr 15, 2020",80.95
11527,Mauritania,"Apr 16, 2020",80.95
11528,Mauritania,"Apr 17, 2020",80.95
11529,Mauritania,"Apr 18, 2020",80.95
11530,Mauritania,"Apr 19, 2020",80.95
11531,Mauritania,"Apr 20, 2020",80.95
11532,Mauritania,"Apr 21, 2020",80.95
11533,Mauritania,"Apr 22, 2020",80.95
11534,Mauritania,"Apr 23, 2020",80.95
11535,Mauritania,"Apr 24, 2020",80.95
11536,Mauritania,"Apr 25, 2020",80.95
11537,Mauritania,"Apr 26, 2020",80.95
11538,Mauritania,"Apr 27, 2020",80.95
11539,Mauritania,"Apr 28, 2020",80.95
11540,Mauritania,"Apr 29, 2020",80.95
11641,Mauritius,"Apr 1, 2020",88.62
11642,Mauritius,"Apr 2, 2020",88.62
11650,Mauritius,"Apr 10, 2020",80.29
11651,Mauritius,"Apr 11, 2020",80.29
11652,Mauritius,"Apr 12, 2020",80.29
11653,Mauritius,"Apr 13, 2020",80.29
11654,Mauritius,"Apr 14, 2020",80.29
11655,Mauritius,"Apr 15, 2020",80.29
11656,Mauritius,"Apr 18, 2020",91.4
11657,Mauritius,"Apr 19, 2020",91.4
11658,Mauritius,"Apr 20, 2020",91.4
11659,Mauritius,"Apr 21, 2020",91.4
11660,Mauritius,"Apr 22, 2020",91.4
11661,Mauritius,"Apr 23, 2020",91.4
11662,Mauritius,"Apr 24, 2020",91.4
11663,Mauritius,"Apr 25, 2020",91.4
11664,Mauritius,"Apr 26, 2020",91.4
11665,Mauritius,"Apr 27, 2020",91.4
11666,Mauritius,"Apr 28, 2020",91.4
11667,Mauritius,"Apr 29, 2020",91.4
11766,Mexico,"Apr 1, 2020",85.45
11767,Mexico,"Apr 2, 2020",85.45
11775,Mexico,"Apr 10, 2020",85.45
11776,Mexico,"Apr 11, 2020",85.45
11777,Mexico,"Apr 12, 2020",85.45
11778,Mexico,"Apr 13, 2020",85.45
11779,Mexico,"Apr 14, 2020",85.45
11780,Mexico,"Apr 15, 2020",85.45
11781,Mexico,"Apr 16, 2020",85.45
11782,Mexico,"Apr 17, 2020",85.45
11783,Mexico,"Apr 18, 2020",88.62
11784,Mexico,"Apr 19, 2020",88.62
11785,Mexico,"Apr 20, 2020",88.62
11786,Mexico,"Apr 21, 2020",88.62
11787,Mexico,"Apr 22, 2020",88.62
11788,Mexico,"Apr 23, 2020",88.62
11789,Mexico,"Apr 24, 2020",88.62
11790,Mexico,"Apr 25, 2020",88.62
11791,Mexico,"Apr 26, 2020",88.62
11792,Mexico,"Apr 27, 2020",88.62
11793,Mexico,"Apr 28, 2020",88.62
11794,Mexico,"Apr 29, 2020",88.62
11901,Moldova,"Apr 1, 2020",90.74
11902,Moldova,"Apr 2, 2020",90.74
11910,Moldova,"Apr 10, 2020",90.74
11911,Moldova,"Apr 11, 2020",90.74
11912,Moldova,"Apr 12, 2020",90.74
11913,Moldova,"Apr 13, 2020",90.74
11914,Moldova,"Apr 14, 2020",90.74
11915,Moldova,"Apr 15, 2020",90.74
11916,Moldova,"Apr 16, 2020",90.74
11917,Moldova,"Apr 17, 2020",90.74
11918,Moldova,"Apr 18, 2020",84.92
11919,Moldova,"Apr 19, 2020",84.92
11920,Moldova,"Apr 20, 2020",84.92
11921,Moldova,"Apr 21, 2020",84.92
11922,Moldova,"Apr 22, 2020",84.92
11923,Moldova,"Apr 23, 2020",84.92
11924,Moldova,"Apr 24, 2020",84.92
11925,Moldova,"Apr 25, 2020",84.92
11926,Moldova,"Apr 26, 2020",84.92
11927,Moldova,"Apr 27, 2020",84.92
11928,Moldova,"Apr 28, 2020",84.92
11929,Moldova,"Apr 29, 2020",84.92
12026,Mongolia,"Apr 1, 2020",69.71
12027,Mongolia,"Apr 2, 2020",69.71
12035,Mongolia,"Apr 10, 2020",76.45
12036,Mongolia,"Apr 11, 2020",76.45
12037,Mongolia,"Apr 12, 2020",76.45
12038,Mongolia,"Apr 13, 2020",76.45
12039,Mongolia,"Apr 14, 2020",76.45
12040,Mongolia,"Apr 15, 2020",76.45
12041,Mongolia,"Apr 16, 2020",76.45
12042,Mongolia,"Apr 17, 2020",76.45
12043,Mongolia,"Apr 18, 2020",76.45
12044,Mongolia,"Apr 19, 2020",76.45
12045,Mongolia,"Apr 20, 2020",76.45
12046,Mongolia,"Apr 21, 2020",76.45
12047,Mongolia,"Apr 22, 2020",76.45
12048,Mongolia,"Apr 23, 2020",76.45
12049,Mongolia,"Apr 24, 2020",76.45
12050,Mongolia,"Apr 25, 2020",76.45
12051,Mongolia,"Apr 26, 2020",76.45
12052,Mongolia,"Apr 27, 2020",76.45
12053,Mongolia,"Apr 28, 2020",76.45
12054,Mongolia,"Apr 29, 2020",76.45
12158,Morocco,"Apr 1, 2020",93.38
12159,Morocco,"Apr 2, 2020",93.38
12167,Morocco,"Apr 10, 2020",93.38
12168,Morocco,"Apr 11, 2020",93.38
12169,Morocco,"Apr 12, 2020",93.38
12170,Morocco,"Apr 13, 2020",93.38
12171,Morocco,"Apr 14, 2020",93.38
12172,Morocco,"Apr 15, 2020",93.38
12173,Morocco,"Apr 16, 2020",93.38
12174,Morocco,"Apr 17, 2020",93.38
12175,Morocco,"Apr 18, 2020",93.38
12176,Morocco,"Apr 19, 2020",93.38
12177,Morocco,"Apr 20, 2020",93.38
12178,Morocco,"Apr 21, 2020",93.38
12179,Morocco,"Apr 22, 2020",93.38
12180,Morocco,"Apr 23, 2020",93.38
12181,Morocco,"Apr 24, 2020",93.38
12182,Morocco,"Apr 25, 2020",93.38
12183,Morocco,"Apr 26, 2020",93.38
12184,Morocco,"Apr 27, 2020",93.38
12185,Morocco,"Apr 28, 2020",93.38
12186,Morocco,"Apr 29, 2020",93.38
12279,Mozambique,"Apr 1, 2020",53.83
12280,Mozambique,"Apr 2, 2020",53.83
12288,Mozambique,"Apr 10, 2020",53.83
12289,Mozambique,"Apr 11, 2020",53.83
12290,Mozambique,"Apr 12, 2020",53.83
12291,Mozambique,"Apr 13, 2020",53.83
12292,Mozambique,"Apr 14, 2020",53.83
12293,Mozambique,"Apr 15, 2020",53.83
12294,Mozambique,"Apr 16, 2020",53.83
12295,Mozambique,"Apr 17, 2020",53.83
12296,Mozambique,"Apr 18, 2020",53.83
12297,Mozambique,"Apr 19, 2020",53.83
12298,Mozambique,"Apr 20, 2020",53.83
12299,Mozambique,"Apr 21, 2020",53.83
12300,Mozambique,"Apr 22, 2020",53.83
12301,Mozambique,"Apr 23, 2020",53.83
12302,Mozambique,"Apr 24, 2020",53.83
12303,Mozambique,"Apr 25, 2020",53.83
12304,Mozambique,"Apr 26, 2020",53.83
12305,Mozambique,"Apr 27, 2020",53.83
12306,Mozambique,"Apr 28, 2020",53.83
12307,Mozambique,"Apr 29, 2020",53.83
12404,Myanmar,"Apr 1, 2020",67.2
12405,Myanmar,"Apr 2, 2020",67.2
12413,Myanmar,"Apr 10, 2020",74.61
12414,Myanmar,"Apr 11, 2020",74.61
12415,Myanmar,"Apr 12, 2020",74.61
12416,Myanmar,"Apr 13, 2020",74.61
12417,Myanmar,"Apr 14, 2020",79.91
12418,Myanmar,"Apr 15, 2020",79.91
12419,Myanmar,"Apr 16, 2020",79.91
12420,Myanmar,"Apr 17, 2020",81.89
12421,Myanmar,"Apr 18, 2020",81.89
12422,Myanmar,"Apr 19, 2020",81.89
12423,Myanmar,"Apr 20, 2020",81.89
12424,Myanmar,"Apr 21, 2020",81.89
12425,Myanmar,"Apr 22, 2020",81.89
12426,Myanmar,"Apr 23, 2020",81.89
12427,Myanmar,"Apr 24, 2020",81.89
12428,Myanmar,"Apr 25, 2020",81.89
12429,Myanmar,"Apr 26, 2020",81.89
12430,Myanmar,"Apr 27, 2020",81.89
12431,Myanmar,"Apr 28, 2020",81.89
12432,Myanmar,"Apr 29, 2020",81.89
12536,Namibia,"Apr 1, 2020",66.8
12537,Namibia,"Apr 2, 2020",66.8
12545,Namibia,"Apr 10, 2020",66.8
12546,Namibia,"Apr 11, 2020",66.8
12547,Namibia,"Apr 12, 2020",66.8
12548,Namibia,"Apr 13, 2020",66.8
12549,Namibia,"Apr 14, 2020",66.8
12550,Namibia,"Apr 15, 2020",66.8
12551,Namibia,"Apr 16, 2020",66.8
12552,Namibia,"Apr 17, 2020",75.79
12553,Namibia,"Apr 18, 2020",75.79
12554,Namibia,"Apr 19, 2020",75.79
12555,Namibia,"Apr 20, 2020",75.79
12556,Namibia,"Apr 21, 2020",75.79
12557,Namibia,"Apr 22, 2020",75.79
12558,Namibia,"Apr 23, 2020",75.79
12559,Namibia,"Apr 24, 2020",75.79
12560,Namibia,"Apr 25, 2020",75.79
12561,Namibia,"Apr 26, 2020",75.79
12562,Namibia,"Apr 27, 2020",75.79
12563,Namibia,"Apr 28, 2020",75.79
12564,Namibia,"Apr 29, 2020",75.79
12663,Netherlands,"Apr 1, 2020",84.65
12664,Netherlands,"Apr 2, 2020",84.65
12672,Netherlands,"Apr 10, 2020",84.65
12673,Netherlands,"Apr 11, 2020",84.65
12674,Netherlands,"Apr 12, 2020",84.65
12675,Netherlands,"Apr 13, 2020",84.65
12676,Netherlands,"Apr 14, 2020",84.65
12677,Netherlands,"Apr 15, 2020",84.65
12678,Netherlands,"Apr 16, 2020",84.65
12679,Netherlands,"Apr 17, 2020",84.65
12680,Netherlands,"Apr 18, 2020",84.65
12681,Netherlands,"Apr 19, 2020",84.65
12682,Netherlands,"Apr 20, 2020",84.65
12683,Netherlands,"Apr 21, 2020",84.65
12684,Netherlands,"Apr 22, 2020",84.65
12685,Netherlands,"Apr 23, 2020",84.65
12686,Netherlands,"Apr 24, 2020",84.65
12687,Netherlands,"Apr 25, 2020",84.65
12688,Netherlands,"Apr 26, 2020",84.65
12689,Netherlands,"Apr 27, 2020",84.65
12690,Netherlands,"Apr 28, 2020",84.65
12691,Netherlands,"Apr 29, 2020",84.65
12797,New Zealand,"Apr 1, 2020",97.35
12798,New Zealand,"Apr 2, 2020",97.35
12806,New Zealand,"Apr 10, 2020",97.35
12807,New Zealand,"Apr 11, 2020",97.35
12808,New Zealand,"Apr 12, 2020",97.35
12809,New Zealand,"Apr 13, 2020",97.35
12810,New Zealand,"Apr 14, 2020",97.35
12811,New Zealand,"Apr 15, 2020",97.35
12812,New Zealand,"Apr 16, 2020",97.35
12813,New Zealand,"Apr 17, 2020",97.35
12814,New Zealand,"Apr 18, 2020",97.35
12815,New Zealand,"Apr 19, 2020",97.35
12816,New Zealand,"Apr 20, 2020",97.35
12817,New Zealand,"Apr 21, 2020",97.35
12818,New Zealand,"Apr 22, 2020",97.35
12819,New Zealand,"Apr 23, 2020",97.35
12820,New Zealand,"Apr 24, 2020",97.35
12821,New Zealand,"Apr 25, 2020",94.71
12822,New Zealand,"Apr 26, 2020",97.35
12823,New Zealand,"Apr 27, 2020",97.35
12824,New Zealand,"Apr 28, 2020",90.74
12825,New Zealand,"Apr 29, 2020",88.09
12927,Nicaragua,"Apr 1, 2020",10.72
12928,Nicaragua,"Apr 2, 2020",10.72
12936,Nicaragua,"Apr 10, 2020",10.72
12937,Nicaragua,"Apr 11, 2020",10.72
12938,Nicaragua,"Apr 12, 2020",10.72
12939,Nicaragua,"Apr 13, 2020",10.72
12940,Nicaragua,"Apr 14, 2020",10.72
12941,Nicaragua,"Apr 15, 2020",16.67
12942,Nicaragua,"Apr 16, 2020",16.67
12943,Nicaragua,"Apr 17, 2020",16.67
12944,Nicaragua,"Apr 18, 2020",16.67
12945,Nicaragua,"Apr 19, 2020",16.67
12946,Nicaragua,"Apr 20, 2020",16.67
12947,Nicaragua,"Apr 21, 2020",16.67
12948,Nicaragua,"Apr 22, 2020",16.67
12949,Nicaragua,"Apr 23, 2020",16.67
12950,Nicaragua,"Apr 24, 2020",16.67
12951,Nicaragua,"Apr 25, 2020",16.67
12952,Nicaragua,"Apr 26, 2020",16.67
12953,Nicaragua,"Apr 27, 2020",16.67
12954,Nicaragua,"Apr 28, 2020",16.67
12955,Nicaragua,"Apr 29, 2020",16.67
13054,Niger,"Apr 1, 2020",61.51
13055,Niger,"Apr 2, 2020",61.51
13063,Niger,"Apr 10, 2020",61.51
13064,Niger,"Apr 11, 2020",61.51
13065,Niger,"Apr 12, 2020",61.51
13066,Niger,"Apr 13, 2020",61.51
13067,Niger,"Apr 14, 2020",61.51
13068,Niger,"Apr 15, 2020",61.51
13069,Niger,"Apr 16, 2020",61.51
13070,Niger,"Apr 17, 2020",61.51
13071,Niger,"Apr 18, 2020",61.51
13072,Niger,"Apr 19, 2020",61.51
13073,Niger,"Apr 20, 2020",61.51
13074,Niger,"Apr 21, 2020",61.51
13075,Niger,"Apr 22, 2020",61.51
13076,Niger,"Apr 23, 2020",61.51
13077,Niger,"Apr 24, 2020",61.51
13078,Niger,"Apr 25, 2020",61.51
13079,Niger,"Apr 26, 2020",61.51
13080,Niger,"Apr 27, 2020",61.51
13081,Niger,"Apr 28, 2020",61.51
13082,Niger,"Apr 29, 2020",61.51
13181,Nigeria,"Apr 1, 2020",75.15
13182,Nigeria,"Apr 2, 2020",75.15
13190,Nigeria,"Apr 10, 2020",75.15
13191,Nigeria,"Apr 11, 2020",75.15
13192,Nigeria,"Apr 12, 2020",75.15
13193,Nigeria,"Apr 13, 2020",75.15
13194,Nigeria,"Apr 14, 2020",75.15
13195,Nigeria,"Apr 15, 2020",75.15
13196,Nigeria,"Apr 16, 2020",75.15
13197,Nigeria,"Apr 17, 2020",75.15
13198,Nigeria,"Apr 18, 2020",75.15
13199,Nigeria,"Apr 19, 2020",75.15
13200,Nigeria,"Apr 20, 2020",75.15
13201,Nigeria,"Apr 21, 2020",77.8
13202,Nigeria,"Apr 22, 2020",77.8
13203,Nigeria,"Apr 23, 2020",80.97
13204,Nigeria,"Apr 24, 2020",80.97
13205,Nigeria,"Apr 25, 2020",80.97
13206,Nigeria,"Apr 26, 2020",80.97
13207,Nigeria,"Apr 27, 2020",86.38
13208,Nigeria,"Apr 28, 2020",89.55
13209,Nigeria,"Apr 29, 2020",89.55
13309,Norway,"Apr 1, 2020",79.63
13310,Norway,"Apr 2, 2020",79.63
13318,Norway,"Apr 10, 2020",79.63
13319,Norway,"Apr 11, 2020",79.63
13320,Norway,"Apr 12, 2020",79.63
13321,Norway,"Apr 13, 2020",79.63
13322,Norway,"Apr 14, 2020",79.63
13323,Norway,"Apr 15, 2020",79.63
13324,Norway,"Apr 16, 2020",79.63
13325,Norway,"Apr 17, 2020",79.63
13326,Norway,"Apr 18, 2020",79.63
13327,Norway,"Apr 19, 2020",79.63
13328,Norway,"Apr 20, 2020",73.01
13329,Norway,"Apr 21, 2020",69.04
13330,Norway,"Apr 22, 2020",69.04
13331,Norway,"Apr 23, 2020",69.04
13332,Norway,"Apr 24, 2020",69.04
13333,Norway,"Apr 25, 2020",69.04
13334,Norway,"Apr 26, 2020",69.04
13335,Norway,"Apr 27, 2020",69.04
13336,Norway,"Apr 28, 2020",69.04
13337,Norway,"Apr 29, 2020",69.04
13443,Oman,"Apr 1, 2020",86.24
13444,Oman,"Apr 2, 2020",86.24
13452,Oman,"Apr 10, 2020",94.71
13453,Oman,"Apr 11, 2020",94.71
13454,Oman,"Apr 12, 2020",94.71
13455,Oman,"Apr 13, 2020",94.71
13456,Oman,"Apr 14, 2020",94.71
13457,Oman,"Apr 15, 2020",94.71
13458,Oman,"Apr 16, 2020",94.71
13459,Oman,"Apr 17, 2020",94.71
13460,Oman,"Apr 18, 2020",94.71
13461,Oman,"Apr 19, 2020",94.71
13462,Oman,"Apr 20, 2020",94.71
13463,Oman,"Apr 21, 2020",94.71
13464,Oman,"Apr 22, 2020",94.71
13465,Oman,"Apr 23, 2020",94.71
13466,Oman,"Apr 24, 2020",94.71
13467,Oman,"Apr 25, 2020",94.71
13468,Oman,"Apr 26, 2020",94.71
13469,Oman,"Apr 27, 2020",94.71
13470,Oman,"Apr 28, 2020",94.71
13471,Oman,"Apr 29, 2020",94.71
13577,Pakistan,"Apr 1, 2020",97.35
13578,Pakistan,"Apr 2, 2020",97.35
13586,Pakistan,"Apr 10, 2020",97.35
13587,Pakistan,"Apr 11, 2020",97.35
13588,Pakistan,"Apr 12, 2020",97.35
13589,Pakistan,"Apr 13, 2020",97.35
13590,Pakistan,"Apr 14, 2020",97.35
13591,Pakistan,"Apr 15, 2020",94.71
13592,Pakistan,"Apr 16, 2020",94.71
13593,Pakistan,"Apr 17, 2020",94.71
13594,Pakistan,"Apr 18, 2020",94.71
13595,Pakistan,"Apr 19, 2020",94.71
13596,Pakistan,"Apr 20, 2020",94.71
13597,Pakistan,"Apr 21, 2020",94.71
13598,Pakistan,"Apr 22, 2020",94.71
13599,Pakistan,"Apr 23, 2020",94.71
13600,Pakistan,"Apr 24, 2020",94.71
13601,Pakistan,"Apr 25, 2020",91.54
13602,Pakistan,"Apr 26, 2020",91.54
13603,Pakistan,"Apr 27, 2020",91.54
13604,Pakistan,"Apr 28, 2020",91.54
13605,Pakistan,"Apr 29, 2020",91.54
13707,Palestine,"Apr 1, 2020",94.18
13708,Palestine,"Apr 2, 2020",94.18
13716,Palestine,"Apr 10, 2020",94.18
13717,Palestine,"Apr 11, 2020",94.18
13718,Palestine,"Apr 12, 2020",94.18
13719,Palestine,"Apr 13, 2020",94.18
13720,Palestine,"Apr 14, 2020",94.18
13721,Palestine,"Apr 15, 2020",94.18
13722,Palestine,"Apr 16, 2020",94.18
13723,Palestine,"Apr 17, 2020",94.18
13724,Palestine,"Apr 18, 2020",94.18
13725,Palestine,"Apr 19, 2020",94.18
13726,Palestine,"Apr 20, 2020",94.18
13727,Palestine,"Apr 21, 2020",94.18
13728,Palestine,"Apr 22, 2020",94.18
13729,Palestine,"Apr 23, 2020",94.18
13730,Palestine,"Apr 24, 2020",94.18
13731,Palestine,"Apr 25, 2020",94.18
13732,Palestine,"Apr 26, 2020",94.18
13733,Palestine,"Apr 27, 2020",94.18
13734,Palestine,"Apr 28, 2020",97.35
13735,Palestine,"Apr 29, 2020",97.35
13839,Panama,"Apr 1, 2020",80.82
13840,Panama,"Apr 2, 2020",80.82
13848,Panama,"Apr 10, 2020",80.82
13849,Panama,"Apr 11, 2020",80.82
13850,Panama,"Apr 12, 2020",80.82
13851,Panama,"Apr 13, 2020",80.82
13852,Panama,"Apr 14, 2020",80.82
13853,Panama,"Apr 15, 2020",80.82
13854,Panama,"Apr 16, 2020",80.82
13855,Panama,"Apr 17, 2020",80.82
13856,Panama,"Apr 18, 2020",83.6
13857,Panama,"Apr 19, 2020",83.6
13858,Panama,"Apr 20, 2020",83.6
13859,Panama,"Apr 21, 2020",83.6
13860,Panama,"Apr 22, 2020",83.6
13861,Panama,"Apr 23, 2020",83.6
13862,Panama,"Apr 24, 2020",83.6
13863,Panama,"Apr 25, 2020",83.6
13864,Panama,"Apr 26, 2020",83.6
13865,Panama,"Apr 27, 2020",83.6
13866,Panama,"Apr 28, 2020",83.6
13867,Panama,"Apr 29, 2020",83.6
13966,Papua New Guinea,"Apr 1, 2020",77.78
13967,Papua New Guinea,"Apr 2, 2020",77.78
13975,Papua New Guinea,"Apr 10, 2020",81.75
13976,Papua New Guinea,"Apr 11, 2020",81.75
13977,Papua New Guinea,"Apr 12, 2020",81.75
13978,Papua New Guinea,"Apr 13, 2020",81.75
13979,Papua New Guinea,"Apr 14, 2020",81.75
13980,Papua New Guinea,"Apr 15, 2020",81.75
13981,Papua New Guinea,"Apr 16, 2020",81.75
13982,Papua New Guinea,"Apr 17, 2020",81.75
13983,Papua New Guinea,"Apr 18, 2020",83.07
13984,Papua New Guinea,"Apr 19, 2020",83.07
13985,Papua New Guinea,"Apr 20, 2020",83.07
13986,Papua New Guinea,"Apr 21, 2020",71.96
13987,Papua New Guinea,"Apr 22, 2020",71.96
13988,Papua New Guinea,"Apr 23, 2020",71.96
13989,Papua New Guinea,"Apr 24, 2020",71.96
13990,Papua New Guinea,"Apr 25, 2020",63.76
13991,Papua New Guinea,"Apr 26, 2020",67.73
13992,Papua New Guinea,"Apr 27, 2020",55.82
14084,Paraguay,"Apr 1, 2020",94.18
14085,Paraguay,"Apr 2, 2020",94.18
14093,Paraguay,"Apr 10, 2020",96.03
14094,Paraguay,"Apr 11, 2020",96.03
14095,Paraguay,"Apr 12, 2020",96.03
14096,Paraguay,"Apr 13, 2020",96.03
14097,Paraguay,"Apr 14, 2020",96.03
14098,Paraguay,"Apr 15, 2020",96.03
14099,Paraguay,"Apr 16, 2020",96.03
14100,Paraguay,"Apr 17, 2020",96.03
14101,Paraguay,"Apr 18, 2020",96.03
14102,Paraguay,"Apr 19, 2020",96.03
14103,Paraguay,"Apr 20, 2020",96.03
14104,Paraguay,"Apr 21, 2020",96.03
14105,Paraguay,"Apr 22, 2020",96.03
14106,Paraguay,"Apr 23, 2020",96.03
14107,Paraguay,"Apr 24, 2020",96.03
14108,Paraguay,"Apr 25, 2020",96.03
14109,Paraguay,"Apr 26, 2020",96.03
14110,Paraguay,"Apr 27, 2020",96.03
14111,Paraguay,"Apr 28, 2020",96.03
14112,Paraguay,"Apr 29, 2020",96.03
14205,Peru,"Apr 1, 2020",96.03
14206,Peru,"Apr 2, 2020",96.03
14214,Peru,"Apr 10, 2020",96.03
14215,Peru,"Apr 11, 2020",96.03
14216,Peru,"Apr 12, 2020",96.03
14217,Peru,"Apr 13, 2020",96.03
14218,Peru,"Apr 14, 2020",96.03
14219,Peru,"Apr 15, 2020",96.03
14220,Peru,"Apr 16, 2020",96.03
14221,Peru,"Apr 17, 2020",96.03
14222,Peru,"Apr 18, 2020",96.03
14223,Peru,"Apr 19, 2020",96.03
14224,Peru,"Apr 20, 2020",96.03
14225,Peru,"Apr 21, 2020",96.03
14226,Peru,"Apr 22, 2020",96.03
14227,Peru,"Apr 23, 2020",96.03
14228,Peru,"Apr 24, 2020",96.03
14229,Peru,"Apr 25, 2020",96.03
14230,Peru,"Apr 26, 2020",96.03
14231,Peru,"Apr 27, 2020",96.03
14232,Peru,"Apr 28, 2020",96.03
14233,Peru,"Apr 29, 2020",96.03
14337,Philippines,"Apr 1, 2020",97.22
14338,Philippines,"Apr 2, 2020",97.22
14346,Philippines,"Apr 10, 2020",97.22
14347,Philippines,"Apr 11, 2020",97.22
14348,Philippines,"Apr 12, 2020",97.22
14349,Philippines,"Apr 13, 2020",97.22
14350,Philippines,"Apr 14, 2020",97.22
14351,Philippines,"Apr 15, 2020",97.22
14352,Philippines,"Apr 16, 2020",97.22
14353,Philippines,"Apr 17, 2020",97.22
14354,Philippines,"Apr 18, 2020",97.22
14355,Philippines,"Apr 19, 2020",97.22
14356,Philippines,"Apr 20, 2020",97.22
14357,Philippines,"Apr 21, 2020",97.22
14358,Philippines,"Apr 22, 2020",97.22
14359,Philippines,"Apr 23, 2020",97.22
14360,Philippines,"Apr 24, 2020",97.22
14361,Philippines,"Apr 25, 2020",97.22
14362,Philippines,"Apr 26, 2020",97.22
14363,Philippines,"Apr 27, 2020",97.22
14364,Philippines,"Apr 28, 2020",97.22
14365,Philippines,"Apr 29, 2020",97.22
14462,Poland,"Apr 1, 2020",83.6
14463,Poland,"Apr 2, 2020",83.6
14471,Poland,"Apr 10, 2020",88.09
14472,Poland,"Apr 11, 2020",88.09
14473,Poland,"Apr 12, 2020",88.09
14474,Poland,"Apr 13, 2020",88.09
14475,Poland,"Apr 14, 2020",88.09
14476,Poland,"Apr 15, 2020",88.09
14477,Poland,"Apr 16, 2020",88.09
14478,Poland,"Apr 17, 2020",88.09
14479,Poland,"Apr 18, 2020",88.09
14480,Poland,"Apr 19, 2020",88.09
14481,Poland,"Apr 20, 2020",88.09
14482,Poland,"Apr 21, 2020",88.09
14483,Poland,"Apr 22, 2020",88.09
14484,Poland,"Apr 23, 2020",88.09
14485,Poland,"Apr 24, 2020",88.09
14486,Poland,"Apr 25, 2020",88.09
14487,Poland,"Apr 26, 2020",88.09
14488,Poland,"Apr 27, 2020",88.09
14489,Poland,"Apr 28, 2020",88.09
14490,Poland,"Apr 29, 2020",88.09
14594,Portugal,"Apr 1, 2020",86.64
14595,Portugal,"Apr 2, 2020",86.64
14603,Portugal,"Apr 10, 2020",90.61
14604,Portugal,"Apr 11, 2020",90.61
14605,Portugal,"Apr 12, 2020",90.61
14606,Portugal,"Apr 13, 2020",90.61
14607,Portugal,"Apr 14, 2020",86.64
14608,Portugal,"Apr 15, 2020",86.64
14609,Portugal,"Apr 16, 2020",86.64
14610,Portugal,"Apr 17, 2020",86.64
14611,Portugal,"Apr 18, 2020",86.64
14612,Portugal,"Apr 19, 2020",86.64
14613,Portugal,"Apr 20, 2020",86.64
14614,Portugal,"Apr 21, 2020",86.64
14615,Portugal,"Apr 22, 2020",86.64
14616,Portugal,"Apr 23, 2020",86.64
14617,Portugal,"Apr 24, 2020",86.64
14618,Portugal,"Apr 25, 2020",86.64
14619,Portugal,"Apr 26, 2020",86.64
14620,Portugal,"Apr 27, 2020",86.64
14621,Portugal,"Apr 28, 2020",86.64
14622,Portugal,"Apr 29, 2020",86.64
14722,Puerto Rico,"Apr 1, 2020",94.58
14723,Puerto Rico,"Apr 2, 2020",94.58
14731,Puerto Rico,"Apr 10, 2020",94.58
14732,Puerto Rico,"Apr 11, 2020",94.58
14733,Puerto Rico,"Apr 12, 2020",94.58
